Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Walmart,1128299,9/18/2023,Southeast,Florida,Orlando,Coca-Cola,0.60,"5,000",3000.00,900.00,0.30
Walmart,1128299,9/18/2023,Southeast,Florida,Orlando,Diet Coke,0.65,"5,000",3250.00,812.50,0.25
Walmart,1128299,9/18/2023,Southeast,Florida,Orlando,Sprite,0.60,"3,000",1800.00,540.00,0.30
Walmart,1128299,9/18/2023,Southeast,Florida,Orlando,Fanta,0.60,"2,500",1500.00,450.00,0.30
Walmart,1128299,9/18/2023,Southeast,Florida,Orlando,Powerade,0.70,"2,750",1925.00,385.00,0.20
Walmart,1128299,9/18/2023,Southeast,Florida,Orlando,Dasani Water,0.55,"3,000",1650.00,742.50,0.45
Walmart,1128299,10/17/2023,Southeast,Florida,Orlando,Coca-Cola,0.50,"4,000",2000.00,600.00,0.30
Walmart,1128299,10/17/2023,Southeast,Florida,Orlando,Diet Coke,0.65,"5,750",3737.50,934.38,0.25
Walmart,1128299,10/17/2023,Southeast,Florida,Orlando,Sprite,0.60,"4,000",2400.00,720.00,0.30
Walmart,1128299,10/17/2023,Southeast,Florida,Orlando,Fanta,0.55,"3,750",2062.50,618.75,0.30
Walmart,1128299,10/17/2023,Southeast,Florida,Orlando,Powerade,0.65,"3,500",2275.00,455.00,0.20
Walmart,1128299,10/17/2023,Southeast,Florida,Orlando,Dasani Water,0.70,"4,000",2800.00,1260.00,0.45
Walmart,1128299,11/17/2023,Southeast,Florida,Orlando,Coca-Cola,0.55,"6,250",3437.50,1031.25,0.30
Walmart,1128299,11/17/2023,Southeast,Florida,Orlando,Diet Coke,0.60,"7,000",4200.00,1050.00,0.25
Walmart,1128299,11/17/2023,Southeast,Florida,Orlando,Sprite,0.55,"5,250",2887.50,866.25,0.30
Walmart,1128299,11/17/2023,Southeast,Florida,Orlando,Fanta,0.65,"5,000",3250.00,975.00,0.30
Walmart,1128299,11/17/2023,Southeast,Florida,Orlando,Powerade,0.85,"4,750",4037.50,807.50,0.20
Walmart,1128299,11/17/2023,Southeast,Florida,Orlando,Dasani Water,0.90,"6,000",5400.00,2430.00,0.45
Walmart,1128299,12/16/2023,Southeast,Florida,Orlando,Coca-Cola,0.75,"8,000",6000.00,1800.00,0.30
Walmart,1128299,12/16/2023,Southeast,Florida,Orlando,Diet Coke,0.85,"8,000",6800.00,1700.00,0.25
West Soda,1128299,12/16/2023,Southeast,Florida,Orlando,Sprite,0.80,"6,000",4800.00,1440.00,0.30
West Soda,1128299,12/16/2023,Southeast,Florida,Orlando,Fanta,0.80,"6,000",4800.00,1440.00,0.30
West Soda,1128299,12/16/2023,Southeast,Florida,Orlando,Powerade,0.90,"5,250",4725.00,945.00,0.20
West Soda,1128299,12/16/2023,Southeast,Florida,Orlando,Dasani Water,0.95,"6,250",5937.50,2671.88,0.45
West Soda,1185732,1/12/2023,Southeast,Florida,Orlando,Coca-Cola,0.45,"8,500",3825.00,1721.25,0.45
West Soda,1185732,1/12/2023,Southeast,Florida,Orlando,Diet Coke,0.45,"6,500",2925.00,1023.75,0.35
West Soda,1185732,1/12/2023,Southeast,Florida,Orlando,Sprite,0.35,"6,500",2275.00,568.75,0.25
West Soda,1185732,1/12/2023,Southeast,Florida,Orlando,Fanta,0.40,"5,000",2000.00,600.00,0.30
West Soda,1185732,1/12/2023,Southeast,Florida,Orlando,Powerade,0.55,"5,500",3025.00,1058.75,0.35
West Soda,1185732,1/12/2023,Southeast,Florida,Orlando,Dasani Water,0.45,"6,500",2925.00,1462.50,0.50
West Soda,1185732,2/10/2023,Southeast,Florida,Orlando,Coca-Cola,0.45,"9,000",4050.00,1822.50,0.45
West Soda,1185732,2/10/2023,Southeast,Florida,Orlando,Diet Coke,0.45,"5,500",2475.00,866.25,0.35
West Soda,1185732,2/10/2023,Southeast,Florida,Orlando,Sprite,0.35,"6,000",2100.00,525.00,0.25
West Soda,1185732,2/10/2023,Northeast,New York,Albany,Fanta,0.40,"4,750",1900.00,570.00,0.30
West Soda,1185732,2/10/2023,Northeast,New York,Albany,Powerade,0.55,"5,500",3025.00,1058.75,0.35
West Soda,1185732,2/10/2023,Northeast,New York,Albany,Dasani Water,0.45,"6,500",2925.00,1462.50,0.50
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Coca-Cola,0.45,"8,700",3915.00,1761.75,0.45
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Diet Coke,0.45,"5,500",2475.00,866.25,0.35
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Sprite,0.35,"5,750",2012.50,503.13,0.25
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Fanta,0.40,"4,250",1700.00,510.00,0.30
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Powerade,0.55,"4,750",2612.50,914.38,0.35
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Dasani Water,0.45,"5,750",2587.50,1293.75,0.50
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Coca-Cola,0.45,"8,250",3712.50,1670.63,0.45
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Diet Coke,0.45,"5,250",2362.50,826.88,0.35
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Sprite,0.35,"5,250",1837.50,459.38,0.25
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Fanta,0.40,"4,500",1800.00,540.00,0.30
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Powerade,0.55,"4,750",2612.50,914.38,0.35
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Dasani Water,0.45,"6,000",2700.00,1350.00,0.50
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Coca-Cola,0.55,"8,700",4785.00,2153.25,0.45
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Diet Coke,0.55,"5,750",3162.50,1106.88,0.35
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Sprite,0.50,"5,500",2750.00,687.50,0.25
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Fanta,0.50,"5,000",2500.00,750.00,0.30
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Powerade,0.60,"5,250",3150.00,1102.50,0.35
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Dasani Water,0.65,"6,250",4062.50,2031.25,0.50
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Coca-Cola,0.60,"8,750",5250.00,2362.50,0.45
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Diet Coke,0.55,"6,250",3437.50,1203.13,0.35
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Sprite,0.50,"6,000",3000.00,750.00,0.25
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Fanta,0.50,"5,750",2875.00,862.50,0.30
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Powerade,0.65,"5,750",3737.50,1308.13,0.35
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Dasani Water,0.70,"7,250",5075.00,2537.50,0.50
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Coca-Cola,0.65,"9,500",6175.00,2778.75,0.45
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Diet Coke,0.60,"7,000",4200.00,1470.00,0.35
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Sprite,0.55,"6,250",3437.50,859.38,0.25
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Fanta,0.55,"5,750",3162.50,948.75,0.30
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Powerade,0.65,"6,000",3900.00,1365.00,0.35
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Dasani Water,0.70,"7,750",5425.00,2712.50,0.50
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Coca-Cola,0.65,"9,250",6012.50,2705.63,0.45
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Diet Coke,0.60,"7,000",4200.00,1470.00,0.35
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Sprite,0.55,"6,250",3437.50,859.38,0.25
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Fanta,0.45,"5,750",2587.50,776.25,0.30
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Powerade,0.55,"5,500",3025.00,1058.75,0.35
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Dasani Water,0.60,"7,250",4350.00,2175.00,0.50
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Coca-Cola,0.55,"8,500",4675.00,2103.75,0.45
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Diet Coke,0.50,"6,500",3250.00,1137.50,0.35
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Sprite,0.45,"5,500",2475.00,618.75,0.25
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Fanta,0.45,"5,250",2362.50,708.75,0.30
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Powerade,0.55,"5,250",2887.50,1010.63,0.35
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Dasani Water,0.60,"6,250",3750.00,1875.00,0.50
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Coca-Cola,0.60,"8,000",4800.00,2160.00,0.45
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Diet Coke,0.50,"6,250",3125.00,1093.75,0.35
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Sprite,0.50,"5,250",2625.00,656.25,0.25
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Fanta,0.50,"5,000",2500.00,750.00,0.30
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Powerade,0.60,"5,000",3000.00,1050.00,0.35
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Dasani Water,0.65,"6,250",4062.50,2031.25,0.50
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Coca-Cola,0.60,"7,750",4650.00,2092.50,0.45
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Diet Coke,0.50,"6,000",3000.00,1050.00,0.35
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Sprite,0.50,"5,450",2725.00,681.25,0.25
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Fanta,0.50,"5,750",2875.00,862.50,0.30
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Powerade,0.65,"5,500",3575.00,1251.25,0.35
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Dasani Water,0.70,"6,500",4550.00,2275.00,0.50
West Soda,1185732,12/8/2023,Northeast,New York,Albany,Coca-Cola,0.65,"8,750",5687.50,2559.38,0.45
West Soda,1185732,12/8/2023,Northeast,New York,Albany,Diet Coke,0.55,"6,750",3712.50,1299.38,0.35
Target,1185732,12/8/2023,Northeast,New York,Albany,Sprite,0.55,"6,250",3437.50,859.38,0.25
Target,1185732,12/8/2023,Northeast,New York,Albany,Fanta,0.55,"5,750",3162.50,948.75,0.30
Target,1185732,12/8/2023,Northeast,New York,Albany,Powerade,0.65,"5,750",3737.50,1308.13,0.35
Target,1185732,12/8/2023,Northeast,New York,Albany,Dasani Water,0.70,"6,750",4725.00,2362.50,0.50
Target,1185732,1/14/2023,Northeast,New York,Albany,Coca-Cola,0.40,"8,000",3200.00,1600.00,0.50
Target,1185732,1/14/2023,Northeast,New York,Albany,Diet Coke,0.40,"6,000",2400.00,720.00,0.30
Target,1185732,1/14/2023,Northeast,New York,Albany,Sprite,0.30,"6,000",1800.00,630.00,0.35
Target,1185732,1/14/2023,Northeast,New York,Albany,Fanta,0.35,"4,500",1575.00,551.25,0.35
Target,1185732,1/14/2023,Northeast,New York,Albany,Powerade,0.50,"5,000",2500.00,750.00,0.30
Target,1185732,1/14/2023,Northeast,New York,Albany,Dasani Water,0.40,"6,000",2400.00,600.00,0.25
Target,1185732,2/12/2023,Northeast,New York,Albany,Coca-Cola,0.40,"8,500",3400.00,1700.00,0.50
Target,1185732,2/12/2023,Northeast,New York,Albany,Diet Coke,0.40,"5,000",2000.00,600.00,0.30
Target,1185732,2/12/2023,Northeast,New York,Albany,Sprite,0.30,"5,500",1650.00,577.50,0.35
Target,1185732,2/12/2023,West,Wyoming,Cheyenne,Fanta,0.35,"4,250",1487.50,520.63,0.35
Target,1185732,2/12/2023,West,Wyoming,Cheyenne,Powerade,0.50,"5,000",2500.00,750.00,0.30
Target,1185732,2/12/2023,West,Wyoming,Cheyenne,Dasani Water,0.40,"6,000",2400.00,600.00,0.25
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Coca-Cola,0.40,"8,200",3280.00,1640.00,0.50
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Diet Coke,0.40,"5,250",2100.00,630.00,0.30
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Sprite,0.30,"5,500",1650.00,577.50,0.35
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Fanta,0.35,"4,000",1400.00,490.00,0.35
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Powerade,0.50,"4,500",2250.00,675.00,0.30
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Dasani Water,0.40,"5,500",2200.00,550.00,0.25
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Coca-Cola,0.40,"8,000",3200.00,1600.00,0.50
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Diet Coke,0.40,"5,000",2000.00,600.00,0.30
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Sprite,0.30,"5,000",1500.00,525.00,0.35
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Fanta,0.35,"4,250",1487.50,520.63,0.35
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Powerade,0.50,"4,250",2125.00,637.50,0.30
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Dasani Water,0.40,"5,500",2200.00,550.00,0.25
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Coca-Cola,0.50,"8,200",4100.00,2050.00,0.50
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Diet Coke,0.45,"5,250",2362.50,708.75,0.30
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Sprite,0.40,"5,000",2000.00,700.00,0.35
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Fanta,0.40,"4,500",1800.00,630.00,0.35
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Powerade,0.50,"4,750",2375.00,712.50,0.30
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Dasani Water,0.55,"6,000",3300.00,825.00,0.25
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Coca-Cola,0.50,"8,500",4250.00,2125.00,0.50
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Diet Coke,0.45,"6,000",2700.00,810.00,0.30
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Sprite,0.40,"5,250",2100.00,735.00,0.35
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Fanta,0.40,"5,000",2000.00,700.00,0.35
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Powerade,0.50,"5,000",2500.00,750.00,0.30
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Dasani Water,0.55,"6,500",3575.00,893.75,0.25
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Coca-Cola,0.50,"8,750",4375.00,2187.50,0.50
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Diet Coke,0.45,"6,250",2812.50,843.75,0.30
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Sprite,0.40,"5,500",2200.00,770.00,0.35
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Fanta,0.40,"5,000",2000.00,700.00,0.35
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Powerade,0.50,"5,250",2625.00,787.50,0.30
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Dasani Water,0.55,"7,000",3850.00,962.50,0.25
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Coca-Cola,0.50,"8,500",4250.00,2125.00,0.50
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Diet Coke,0.45,"6,250",2812.50,843.75,0.30
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Sprite,0.40,"5,500",2200.00,770.00,0.35
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Fanta,0.40,"5,250",2100.00,735.00,0.35
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Powerade,0.50,"5,000",2500.00,750.00,0.30
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Dasani Water,0.55,"6,750",3712.50,928.13,0.25
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Coca-Cola,0.50,"8,000",4000.00,2000.00,0.50
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Diet Coke,0.45,"6,000",2700.00,810.00,0.30
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Sprite,0.40,"5,250",2100.00,735.00,0.35
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Fanta,0.40,"5,000",2000.00,700.00,0.35
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Powerade,0.50,"5,000",2500.00,750.00,0.30
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Dasani Water,0.55,"6,000",3300.00,825.00,0.25
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Coca-Cola,0.55,"7,750",4262.50,2131.25,0.50
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Diet Coke,0.45,"6,000",2700.00,810.00,0.30
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Sprite,0.45,"5,000",2250.00,787.50,0.35
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Fanta,0.45,"4,750",2137.50,748.13,0.35
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Powerade,0.55,"4,750",2612.50,783.75,0.30
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Dasani Water,0.60,"6,000",3600.00,900.00,0.25
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Coca-Cola,0.55,"7,500",4125.00,2062.50,0.50
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Diet Coke,0.45,"5,750",2587.50,776.25,0.30
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Sprite,0.45,"5,200",2340.00,819.00,0.35
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Fanta,0.45,"5,000",2250.00,787.50,0.35
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Powerade,0.55,"4,750",2612.50,783.75,0.30
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Dasani Water,0.60,"5,750",3450.00,862.50,0.25
Target,1185732,12/10/2023,West,Wyoming,Cheyenne,Coca-Cola,0.55,"8,000",4400.00,2200.00,0.50
Target,1185732,12/10/2023,West,Wyoming,Cheyenne,Diet Coke,0.45,"6,000",2700.00,810.00,0.30
BevCo,1185732,12/10/2023,West,Wyoming,Cheyenne,Sprite,0.45,"5,500",2475.00,866.25,0.35
BevCo,1185732,12/10/2023,West,Wyoming,Cheyenne,Fanta,0.45,"5,000",2250.00,787.50,0.35
BevCo,1185732,12/10/2023,West,Wyoming,Cheyenne,Powerade,0.55,"5,000",2750.00,825.00,0.30
BevCo,1185732,12/10/2023,West,Wyoming,Cheyenne,Dasani Water,0.60,"6,000",3600.00,900.00,0.25
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Coca-Cola,0.30,"3,500",1050.00,367.50,0.35
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Diet Coke,0.40,"3,500",1400.00,490.00,0.35
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Sprite,0.40,"3,500",1400.00,490.00,0.35
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Fanta,0.40,"2,000",800.00,280.00,0.35
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Powerade,0.45,"1,500",675.00,270.00,0.40
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Dasani Water,0.40,"4,000",1600.00,480.00,0.30
BevCo,1128299,2/24/2023,West,Wyoming,Cheyenne,Coca-Cola,0.30,"4,500",1350.00,472.50,0.35
BevCo,1128299,2/24/2023,West,Wyoming,Cheyenne,Diet Coke,0.40,"3,500",1400.00,490.00,0.35
BevCo,1128299,2/24/2023,West,Wyoming,Cheyenne,Sprite,0.40,"3,500",1400.00,490.00,0.35
BevCo,1128299,2/24/2023,Southeast,Virginia,Richmond,Fanta,0.40,"2,000",800.00,280.00,0.35
BevCo,1128299,2/24/2023,Southeast,Virginia,Richmond,Powerade,0.45,"1,250",562.50,225.00,0.40
BevCo,1128299,2/24/2023,Southeast,Virginia,Richmond,Dasani Water,0.40,"3,250",1300.00,390.00,0.30
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Coca-Cola,0.40,"4,750",1900.00,665.00,0.35
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Diet Coke,0.50,"3,250",1625.00,568.75,0.35
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Sprite,0.55,"3,500",1925.00,673.75,0.35
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Fanta,0.50,"2,500",1250.00,437.50,0.35
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Powerade,0.55,"1,000",550.00,220.00,0.40
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Dasani Water,0.50,"3,000",1500.00,450.00,0.30
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Coca-Cola,0.55,"4,750",2612.50,914.38,0.35
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Diet Coke,0.60,"2,750",1650.00,577.50,0.35
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Sprite,0.60,"3,250",1950.00,682.50,0.35
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Fanta,0.45,"2,250",1012.50,354.38,0.35
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Powerade,0.50,"1,250",625.00,250.00,0.40
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Dasani Water,0.65,"3,000",1950.00,585.00,0.30
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Coca-Cola,0.50,"5,000",2500.00,875.00,0.35
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Diet Coke,0.55,"3,500",1925.00,673.75,0.35
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Sprite,0.55,"3,500",1925.00,673.75,0.35
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Fanta,0.50,"2,750",1375.00,481.25,0.35
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Powerade,0.45,"1,750",787.50,315.00,0.40
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Dasani Water,0.60,"5,250",3150.00,945.00,0.30
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Coca-Cola,0.55,"7,750",4262.50,1491.88,0.35
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Diet Coke,0.65,"6,500",4225.00,1478.75,0.35
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Sprite,0.80,"6,500",5200.00,1820.00,0.35
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Fanta,0.80,"5,250",4200.00,1470.00,0.35
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Powerade,0.90,"4,000",3600.00,1440.00,0.40
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Dasani Water,1.05,"7,000",7350.00,2205.00,0.30
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Coca-Cola,0.85,"8,500",7225.00,2528.75,0.35
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Diet Coke,0.90,"7,000",6300.00,2205.00,0.35
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Sprite,0.90,"6,500",5850.00,2047.50,0.35
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Fanta,0.85,"5,500",4675.00,1636.25,0.35
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Powerade,0.90,"6,000",5400.00,2160.00,0.40
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Dasani Water,1.05,"6,000",6300.00,1890.00,0.30
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Coca-Cola,0.90,"8,000",7200.00,2520.00,0.35
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Diet Coke,0.80,"7,750",6200.00,2170.00,0.35
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Sprite,0.70,"6,500",4550.00,1592.50,0.35
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Fanta,0.70,"4,250",2975.00,1041.25,0.35
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Powerade,0.70,"4,250",2975.00,1190.00,0.40
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Dasani Water,0.75,"2,500",1875.00,562.50,0.30
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Coca-Cola,0.50,"4,500",2250.00,787.50,0.35
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Diet Coke,0.55,"4,500",2475.00,866.25,0.35
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Sprite,0.50,"2,500",1250.00,437.50,0.35
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Fanta,0.50,"2,000",1000.00,350.00,0.35
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Powerade,0.60,"2,250",1350.00,540.00,0.40
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Dasani Water,0.45,"2,500",1125.00,337.50,0.30
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Coca-Cola,0.40,"3,500",1400.00,490.00,0.35
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Diet Coke,0.55,"5,250",2887.50,1010.63,0.35
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Sprite,0.50,"3,500",1750.00,612.50,0.35
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Fanta,0.45,"3,250",1462.50,511.88,0.35
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Powerade,0.55,"3,000",1650.00,660.00,0.40
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Dasani Water,0.60,"3,500",2100.00,630.00,0.30
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Coca-Cola,0.45,"5,750",2587.50,905.63,0.35
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Diet Coke,0.50,"6,500",3250.00,1137.50,0.35
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Sprite,0.45,"4,750",2137.50,748.13,0.35
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Fanta,0.55,"4,500",2475.00,866.25,0.35
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Powerade,0.75,"4,250",3187.50,1275.00,0.40
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Dasani Water,0.80,"5,500",4400.00,1320.00,0.30
BevCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Coca-Cola,0.65,"7,500",4875.00,1706.25,0.35
BevCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Diet Coke,0.75,"7,500",5625.00,1968.75,0.35
FizzyCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Sprite,0.70,"5,500",3850.00,1347.50,0.35
FizzyCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Fanta,0.70,"5,500",3850.00,1347.50,0.35
FizzyCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Powerade,0.80,"4,750",3800.00,1520.00,0.40
FizzyCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Dasani Water,0.85,"5,750",4887.50,1466.25,0.30
